iso3,country,variant,classification,line_code,line_label,line_level,year,basis,value_lcu_mn,currency,pct_gdp,pct_total,gdp_lcu_mn,observation_type,quality_grade,source_id,anchor_source,anchor_year,anchor_value,growth_source_id,growth_rate,residual_method,coverage_share,crosswalk_version,derivation,notes
DEU,Germany,maximum_extension,ESA_EXP,TE_ESA,Total expenditure (ESA main aggregates),total,2018,actual,1533328.0,EUR,44.436819,,3450580.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2018,1533328.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 1,533,328.0 for 2018",
DEU,Germany,maximum_extension,ESA_EXP,TE_ESA,Total expenditure (ESA main aggregates),total,2019,actual,1610615.0,EUR,45.272133,,3557630.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2019,1610615.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 1,610,615.0 for 2019",
DEU,Germany,maximum_extension,ESA_EXP,TE_ESA,Total expenditure (ESA main aggregates),total,2020,actual,1763784.0,EUR,50.717406,,3477670.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2020,1763784.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 1,763,784.0 for 2020",
DEU,Germany,maximum_extension,ESA_EXP,TE_ESA,Total expenditure (ESA main aggregates),total,2021,actual,1865819.0,EUR,50.249765,,3713090.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2021,1865819.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 1,865,819.0 for 2021",
DEU,Germany,maximum_extension,ESA_EXP,TE_ESA,Total expenditure (ESA main aggregates),total,2022,actual,1939208.0,EUR,48.351705,,4010630.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2022,1939208.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 1,939,208.0 for 2022",
DEU,Germany,maximum_extension,ESA_EXP,TE_ESA,Total expenditure (ESA main aggregates),total,2023,actual,2031433.0,EUR,47.743042,,4254930.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2023,2031433.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 2,031,433.0 for 2023",
DEU,Germany,maximum_extension,ESA_EXP,TE_ESA,Total expenditure (ESA main aggregates),total,2024,actual,2139717.0,EUR,48.774704,,4386940.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2024,2139717.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 2,139,717.0 for 2024",
DEU,Germany,maximum_extension,ESA_EXP,TE_ESA,Total expenditure (ESA main aggregates),total,2025,actual,2259341.0,EUR,49.87827,,4529710.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2025,2259341.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 2,259,341.0 for 2025",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,1991,actual,137521.0,EUR,8.64037,,1591610.0,stitched_actual,B,EC_AMECO,EUROSTAT_GOV10A_MAIN,1995,171012.0,EC_AMECO,0.9102287469222419,,1.0,EC_AMECO_to_ESA_EXP:1.0,"backward stitch: value(1991) = value(1992) x 0.910229 (EC_AMECO growth), chained backwards from the 1995 anchor 171,012.0 (EUROSTAT_GOV10A_MAIN); growth source covers 100.0% of the line at 2025; crosswalk EC_AMECO_to_ESA_EXP:1.0; grade B","AMECO UWCG: Compensation of employees (D.1), general government, ESA 2010, Commission redistribution of national accounts; same concept as the anchor's main-aggregates item"
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,1992,actual,151084.0,EUR,8.83589,,1709890.0,stitched_actual,B,EC_AMECO,EUROSTAT_GOV10A_MAIN,1995,171012.0,EC_AMECO,0.9594888958040937,,1.0,EC_AMECO_to_ESA_EXP:1.0,"backward stitch: value(1992) = value(1993) x 0.959489 (EC_AMECO growth), chained backwards from the 1995 anchor 171,012.0 (EUROSTAT_GOV10A_MAIN); growth source covers 100.0% of the line at 2025; crosswalk EC_AMECO_to_ESA_EXP:1.0; grade B","AMECO UWCG: Compensation of employees (D.1), general government, ESA 2010, Commission redistribution of national accounts; same concept as the anchor's main-aggregates item"
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,1993,actual,157463.0,EUR,8.960304,,1757340.0,stitched_actual,B,EC_AMECO,EUROSTAT_GOV10A_MAIN,1995,171012.0,EC_AMECO,0.9783105732072517,,1.0,EC_AMECO_to_ESA_EXP:1.0,"backward stitch: value(1993) = value(1994) x 0.978311 (EC_AMECO growth), chained backwards from the 1995 anchor 171,012.0 (EUROSTAT_GOV10A_MAIN); growth source covers 100.0% of the line at 2025; crosswalk EC_AMECO_to_ESA_EXP:1.0; grade B","AMECO UWCG: Compensation of employees (D.1), general government, ESA 2010, Commission redistribution of national accounts; same concept as the anchor's main-aggregates item"
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,1994,actual,160954.0,EUR,8.756923,,1838020.0,stitched_actual,B,EC_AMECO,EUROSTAT_GOV10A_MAIN,1995,171012.0,EC_AMECO,0.9411854138890838,,1.0,EC_AMECO_to_ESA_EXP:1.0,"backward stitch: value(1994) = value(1995) x 0.941185 (EC_AMECO growth), chained backwards from the 1995 anchor 171,012.0 (EUROSTAT_GOV10A_MAIN); growth source covers 100.0% of the line at 2025; crosswalk EC_AMECO_to_ESA_EXP:1.0; grade B","AMECO UWCG: Compensation of employees (D.1), general government, ESA 2010, Commission redistribution of national accounts; same concept as the anchor's main-aggregates item"
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,1995,actual,171012.0,EUR,9.000963,16.294182,1899930.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,1995,171012.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 171,012.0 for 1995",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,1996,actual,174011.0,EUR,9.022846,18.207092,1928560.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,1996,174011.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 174,011.0 for 1996",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,1997,actual,174825.0,EUR,8.887087,18.228787,1967180.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,1997,174825.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 174,825.0 for 1997",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,1998,actual,175816.0,EUR,8.69382,18.003015,2022310.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,1998,175816.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 175,816.0 for 1998",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,1999,actual,184192.0,EUR,8.867151,18.287766,2077240.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,1999,184192.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 184,192.0 for 1999",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2000,actual,185023.0,EUR,8.687913,18.078451,2129660.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2000,185023.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 185,023.0 for 2000",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2001,actual,186477.0,EUR,8.493484,17.823727,2195530.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2001,186477.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 186,477.0 for 2001",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2002,actual,189950.0,EUR,8.543376,17.708677,2223360.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2002,189950.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 189,950.0 for 2002",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2003,actual,191812.0,EUR,8.55994,17.644359,2240810.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2003,191812.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 191,812.0 for 2003",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2004,actual,191580.0,EUR,8.354848,17.78698,2293040.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2004,191580.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 191,580.0 for 2004",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2005,actual,191432.0,EUR,8.231121,17.562682,2325710.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2005,191432.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 191,432.0 for 2005",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2006,actual,192254.0,EUR,7.924144,17.489179,2426180.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2006,192254.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 192,254.0 for 2006",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2007,actual,193084.0,EUR,7.595094,17.444002,2542220.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2007,193084.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 193,084.0 for 2007",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2008,actual,198102.0,EUR,7.650853,17.222068,2589280.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2008,198102.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 198,102.0 for 2008",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2009,actual,207232.0,EUR,8.309322,17.20026,2493970.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2009,207232.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 207,232.0 for 2009",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2010,actual,212909.0,EUR,8.141026,16.914898,2615260.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2010,212909.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 212,909.0 for 2010",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2011,actual,218340.0,EUR,7.9477,17.550558,2747210.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2011,218340.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 218,340.0 for 2011",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2012,actual,222410.0,EUR,7.941286,17.616536,2800680.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2012,222410.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 222,410.0 for 2012",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2013,actual,228492.0,EUR,7.962836,17.649622,2869480.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2013,228492.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 228,492.0 for 2013",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2014,actual,235816.0,EUR,7.890861,17.752791,2988470.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2014,235816.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 235,816.0 for 2014",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2015,actual,241792.0,EUR,7.814388,17.606731,3094190.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2015,241792.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 241,792.0 for 2015",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2016,actual,249872.0,EUR,7.796634,17.482662,3204870.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2016,249872.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 249,872.0 for 2016",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2017,actual,260376.0,EUR,7.782035,17.539029,3345860.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2017,260376.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 260,376.0 for 2017",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2018,actual,270716.0,EUR,7.845522,17.655453,3450580.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2018,270716.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 270,716.0 for 2018",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2019,actual,285100.0,EUR,8.013762,17.701313,3557630.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2019,285100.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 285,100.0 for 2019",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2020,actual,296745.0,EUR,8.532868,16.824339,3477670.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2020,296745.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 296,745.0 for 2020",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2021,actual,307246.0,EUR,8.274672,16.467085,3713090.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2021,307246.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 307,246.0 for 2021",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2022,actual,321255.0,EUR,8.010088,16.566299,4010630.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2022,321255.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 321,255.0 for 2022",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2023,actual,340501.0,EUR,8.002505,16.761616,4254930.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2023,340501.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 340,501.0 for 2023",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2024,actual,357317.0,EUR,8.145017,16.699264,4386940.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2024,357317.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 357,317.0 for 2024",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2025,actual,384274.0,EUR,8.483413,17.008234,4529710.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2025,384274.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 384,274.0 for 2025",
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2026,forecast,401390.3399999999,EUR,8.713965,,4606288.02,direct_forecast,A,EC_AMECO,EUROSTAT_GOV10A_MAIN,2025,384274.0,EC_AMECO,1.044542019496505,,1.0,EC_AMECO_to_ESA_EXP:1.0,"official forecast: value(2026) = value(2025) x 1.044542 (EC_AMECO growth), chained forwards from the 2025 anchor 384,274.0 (EUROSTAT_GOV10A_MAIN); growth source covers 100.0% of the line at 2025; crosswalk EC_AMECO_to_ESA_EXP:1.0; grade A","AMECO UWCG (Spring 2026): Compensation of employees (D.1), general government, ESA 2010 — the anchor's own economic aggregate in the Commission's forecast vintage (D-S13-003)"
DEU,Germany,strict,ESA_EXP,E01,Compensation of employees,1,2027,forecast,417009.6099999999,EUR,8.713053,,4786033.36,direct_forecast,A,EC_AMECO,EUROSTAT_GOV10A_MAIN,2025,384274.0,EC_AMECO,1.0389129195286564,,1.0,EC_AMECO_to_ESA_EXP:1.0,"official forecast: value(2027) = value(2026) x 1.038913 (EC_AMECO growth), chained forwards from the 2025 anchor 384,274.0 (EUROSTAT_GOV10A_MAIN); growth source covers 100.0% of the line at 2025; crosswalk EC_AMECO_to_ESA_EXP:1.0; grade A","AMECO UWCG (Spring 2026): Compensation of employees (D.1), general government, ESA 2010 — the anchor's own economic aggregate in the Commission's forecast vintage (D-S13-003)"
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,1991,actual,65324.00000000001,EUR,4.104272,,1591610.0,stitched_actual,B,EC_AMECO,EUROSTAT_GOV10A_MAIN,1995,76621.0,EC_AMECO,0.9215749897718777,,1.0,EC_AMECO_to_ESA_EXP:1.0,"backward stitch: value(1991) = value(1992) x 0.921575 (EC_AMECO growth), chained backwards from the 1995 anchor 76,621.0 (EUROSTAT_GOV10A_MAIN); growth source covers 100.0% of the line at 2025; crosswalk EC_AMECO_to_ESA_EXP:1.0; grade B","AMECO UCTGI: Intermediate consumption (P.2), general government, ESA 2010, Commission redistribution of national accounts; same concept as the anchor's main-aggregates item"
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,1992,actual,70883.0,EUR,4.145471,,1709890.0,stitched_actual,B,EC_AMECO,EUROSTAT_GOV10A_MAIN,1995,76621.0,EC_AMECO,0.9721986010149499,,1.0,EC_AMECO_to_ESA_EXP:1.0,"backward stitch: value(1992) = value(1993) x 0.972199 (EC_AMECO growth), chained backwards from the 1995 anchor 76,621.0 (EUROSTAT_GOV10A_MAIN); growth source covers 100.0% of the line at 2025; crosswalk EC_AMECO_to_ESA_EXP:1.0; grade B","AMECO UCTGI: Intermediate consumption (P.2), general government, ESA 2010, Commission redistribution of national accounts; same concept as the anchor's main-aggregates item"
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,1993,actual,72910.0,EUR,4.148884,,1757340.0,stitched_actual,B,EC_AMECO,EUROSTAT_GOV10A_MAIN,1995,76621.0,EC_AMECO,1.000796134629111,,1.0,EC_AMECO_to_ESA_EXP:1.0,"backward stitch: value(1993) = value(1994) x 1.000796 (EC_AMECO growth), chained backwards from the 1995 anchor 76,621.0 (EUROSTAT_GOV10A_MAIN); growth source covers 100.0% of the line at 2025; crosswalk EC_AMECO_to_ESA_EXP:1.0; grade B","AMECO UCTGI: Intermediate consumption (P.2), general government, ESA 2010, Commission redistribution of national accounts; same concept as the anchor's main-aggregates item"
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,1994,actual,72852.0,EUR,3.963613,,1838020.0,stitched_actual,B,EC_AMECO,EUROSTAT_GOV10A_MAIN,1995,76621.0,EC_AMECO,0.9508098302032081,,1.0,EC_AMECO_to_ESA_EXP:1.0,"backward stitch: value(1994) = value(1995) x 0.950810 (EC_AMECO growth), chained backwards from the 1995 anchor 76,621.0 (EUROSTAT_GOV10A_MAIN); growth source covers 100.0% of the line at 2025; crosswalk EC_AMECO_to_ESA_EXP:1.0; grade B","AMECO UCTGI: Intermediate consumption (P.2), general government, ESA 2010, Commission redistribution of national accounts; same concept as the anchor's main-aggregates item"
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,1995,actual,76621.0,EUR,4.032833,7.30052,1899930.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,1995,76621.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 76,621.0 for 1995",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,1996,actual,77600.0,EUR,4.023728,8.119431,1928560.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,1996,77600.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 77,600.0 for 1996",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,1997,actual,77720.0,EUR,3.950833,8.103768,1967180.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,1997,77720.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 77,720.0 for 1997",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,1998,actual,79185.0,EUR,3.915572,8.108299,2022310.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,1998,79185.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 79,185.0 for 1998",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,1999,actual,90910.0,EUR,4.37648,9.026129,2077240.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,1999,90910.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 90,910.0 for 1999",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2000,actual,90498.0,EUR,4.249411,8.842488,2129660.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2000,90498.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 90,498.0 for 2000",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2001,actual,94606.0,EUR,4.309028,9.042571,2195530.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2001,94606.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 94,606.0 for 2001",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2002,actual,98452.0,EUR,4.428073,9.178493,2223360.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2002,98452.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 98,452.0 for 2002",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2003,actual,97291.0,EUR,4.341778,8.949582,2240810.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2003,97291.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 97,291.0 for 2003",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2004,actual,98930.0,EUR,4.31436,9.185019,2293040.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2004,98930.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 98,930.0 for 2004",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2005,actual,102439.0,EUR,4.404633,9.398134,2325710.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2005,102439.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 102,439.0 for 2005",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2006,actual,106887.0,EUR,4.405568,9.723417,2426180.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2006,106887.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 106,887.0 for 2006",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2007,actual,111629.0,EUR,4.391005,10.085023,2542220.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2007,111629.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 111,629.0 for 2007",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2008,actual,119010.0,EUR,4.596258,10.346177,2589280.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2008,119010.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 119,010.0 for 2008",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2009,actual,127026.0,EUR,5.093325,10.54316,2493970.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2009,127026.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 127,026.0 for 2009",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2010,actual,134841.0,EUR,5.155931,10.71266,2615260.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2010,134841.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 134,841.0 for 2010",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2011,actual,141421.0,EUR,5.147804,11.367672,2747210.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2011,141421.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 141,421.0 for 2011",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2012,actual,145499.0,EUR,5.195131,11.524609,2800680.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2012,145499.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 145,499.0 for 2012",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2013,actual,151856.0,EUR,5.292109,11.729955,2869480.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2013,151856.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 151,856.0 for 2013",
DEU,Germany,strict,ESA_EXP,E02,Intermediate consumption,1,2014,actual,157080.0,EUR,5.256201,11.825357,2988470.0,anchor_actual,A,EUROSTAT_GOV10A_MAIN,EUROSTAT_GOV10A_MAIN,2014,157080.0,,,,,,"anchor outturn: EUROSTAT_GOV10A_MAIN publishes 157,080.0 for 2014",
